date,time,network,video,caption,hashtags
2026-10-03,14:30,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f94aF - Que instrumento tiene teclas.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Qué instrumento tiene teclas y cuerdas golpeadas por martillos? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #musica"
2026-10-03,19:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f42aF - Cual es el metal.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Cuál es el metal líquido a temperatura ambiente? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #ciencia"
2026-10-03,15:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f42aF EN - Which metal is liquid.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). Which metal is liquid at room temperature? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz #science"
2026-10-03,19:30,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f97a EN - What kind of animal.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). What kind of animal is a whale? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz #animals"
2026-10-03,23:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f48aF EN - How many keys does.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). How many keys does a standard piano have? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz #music"
2026-10-04,11:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f97a - Que tipo de animal.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Qué tipo de animal es la ballena? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #animales"
2026-10-04,14:30,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f48aF - Cuantas teclas tiene un.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Cuántas teclas tiene un piano estándar? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #musica"
2026-10-04,19:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f21a - Cual es el pais.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Cuál es el país más grande de África? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral"
2026-10-04,15:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f21a EN - What is the largest.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). What is the largest country in Africa? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz"
2026-10-04,19:30,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f67a EN - Which animal lays the.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). Which animal lays the largest eggs? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz #animals"
2026-10-04,23:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f84aF EN - What is the largest.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). What is the largest organ of the human body? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz #science"
2026-10-05,11:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f67a - Que animal pone los.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Qué animal pone los huevos más grandes? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #animales"
2026-10-05,14:30,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f84aF - Cual es el organo.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Cuál es el órgano más grande del cuerpo humano? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #ciencia"
2026-10-05,19:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f68aF - Cuantas cuerdas tiene una.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Cuántas cuerdas tiene una guitarra española? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #musica"
2026-10-05,15:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f68aF EN - How many strings does.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). How many strings does a classical guitar have? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz #music"
2026-10-05,19:30,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f69a EN - Which sea borders Valencia.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). Which sea borders Valencia? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz #geography"
2026-10-05,23:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f36aF EN - In which country was.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). In which country was tango born? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz #music"
2026-10-06,11:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f69a - Que mar bana Valencia.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Qué mar baña Valencia? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #geografia"
2026-10-06,14:30,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f36aF - En que pais nacio.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿En qué país nació el tango? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #musica"
2026-10-06,19:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f89a - Que insecto produce la.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Qué insecto produce la miel? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #animales"
2026-10-06,15:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f89a EN - Which insect makes honey.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). Which insect makes honey? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz #animals"
2026-10-06,19:30,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f85a EN - In which city is.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). In which city is the Colosseum? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz #history"
2026-10-06,23:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f20aF EN - Which is the fastest.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). Which is the fastest animal in the world? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz"
2026-10-07,11:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f85a - En que ciudad esta.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿En qué ciudad está el Coliseo? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #historia"
2026-10-07,14:30,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f20aF - Que animal es el.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Qué animal es el más rápido del mundo? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral"
2026-10-07,19:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f49a - Que pais tiene forma.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Qué país tiene forma de bota? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #geografia"
2026-10-07,15:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f49a EN - Which country is shaped.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). Which country is shaped like a boot? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz #geography"
2026-10-07,19:30,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f35a EN - What is the largest.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). What is the largest land animal? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz #animals"
2026-10-07,23:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f63a EN - Which planet is known.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). Which planet is known as the red planet? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz #space"
2026-10-08,08:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f35a - Cual es el animal.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Cuál es el animal terrestre más grande? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #animales"
2026-10-08,14:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f63a - Que planeta es conocido.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Qué planeta es conocido como el planeta rojo? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #espacio"
2026-10-08,21:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f22aF - Cuantas veces cabe la.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Cuántas veces cabe la Tierra en el Sol? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral"
2026-10-08,23:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f22aF EN - How many Earths fit.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). How many Earths fit inside the Sun? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz"
2026-10-09,08:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f23a - En que continente esta.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿En qué continente está Turquía? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral"
2026-10-09,14:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f64aF - Cuantos anos dura un.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Cuántos años dura un siglo? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #matematicas"
2026-10-09,17:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f23a EN - Which continent is Turkey.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). Which continent is Turkey in? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz"
2026-10-09,21:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f26aF - Cuantos dientes tiene un.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Cuántos dientes tiene un adulto (sin las muelas del juicio)? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral"
2026-10-09,23:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f64aF EN - How many years are.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). How many years are in a century? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz #maths"
2026-10-10,10:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f65a - En que pais esta.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿En qué país está Machu Picchu? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #geografia"
2026-10-10,14:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f09aC - Cual es la capital.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Cuál es la capital de Canadá? ¿A, B, C o D? Deja tu respuesta en comentarios 👇 Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral"
2026-10-10,18:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f03aC - Cuantos lados tiene un.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Cuántos lados tiene un hexágono? ¿A, B, C o D? Deja tu respuesta en comentarios 👇 Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral"
2026-10-10,17:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f26aF EN - How many teeth does.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). How many teeth does an adult have (without wisdom teeth)? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz"
2026-10-10,21:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f25a - Cual es el metal.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Cuál es el metal más abundante en la corteza terrestre? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral"
2026-10-10,23:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f65a EN - In which country is.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). In which country is Machu Picchu? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz #geography"
2026-10-11,10:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f24aF - Que idioma tiene mas.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Qué idioma tiene más hablantes nativos? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral"
2026-10-11,13:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f09aC EN - What is the capital.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). What is the capital of Canada? A, B, C or D? Drop your answer in the comments 👇 Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz"
2026-10-11,14:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f66aF - Cual es el elemento.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Cuál es el elemento químico con símbolo Au? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #ciencia"
2026-10-11,17:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f03aC EN - How many sides does.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). How many sides does a hexagon have? A, B, C or D? Drop your answer in the comments 👇 Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz"
2026-10-11,21:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f92aF - Cuantas patas tiene una.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Cuántas patas tiene una araña? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #animales"
2026-10-11,23:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f25a EN - What is the most.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). What is the most abundant metal in the Earth's crust? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz"
2026-10-12,08:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f41a - Cual es la moneda.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Cuál es la moneda de Japón? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #geografia"
2026-10-12,13:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f24aF EN - Which language has the.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). Which language has the most native speakers? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz"
2026-10-12,14:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f58aF - Que instrumento mide la.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Qué instrumento mide la presión atmosférica? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #ciencia"
2026-10-12,17:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f66aF EN - Which chemical element has.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). Which chemical element has the symbol Au? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz #science"
2026-10-12,21:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f39a - Que organo produce la.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Qué órgano produce la insulina? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #ciencia"
2026-10-12,23:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f92aF EN - How many legs does.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). How many legs does a spider have? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz #animals"
2026-10-13,08:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f18aC - Cual de estos paises.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Cuál de estos países NO tiene frontera con Alemania? ¿A, B, C o D? Deja tu respuesta en comentarios 👇 Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral"
2026-10-13,13:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f41a EN - What is the currency.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). What is the currency of Japan? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz #geography"
2026-10-13,14:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f98aF - En que pais se.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿En qué país se inventó el papel? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #historia"
2026-10-13,17:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f58aF EN - Which instrument measures atmospheric.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). Which instrument measures atmospheric pressure? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz #science"
2026-10-13,21:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f47a - Que vitamina produce la.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Qué vitamina produce la piel con el sol? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #ciencia"
2026-10-13,23:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f39a EN - Which organ produces insulin.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). Which organ produces insulin? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz #science"
2026-10-14,08:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f08a - Cual es la capital.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Cuál es la capital de Australia? Esta cae en la partida. Deja tu respuesta en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral"
2026-10-14,13:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f18aC EN - Which of these countries.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). Which of these countries does NOT border Germany? A, B, C or D? Drop your answer in the comments 👇 Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz"
2026-10-14,17:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f98aF EN - In which country was.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). In which country was paper invented? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz #history"
2026-10-14,14:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f56aF - Cual es la capital.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Cuál es la capital de Turquía? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #geografia"
2026-10-14,21:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f60aF - Quien escribio Cien anos.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Quién escribió 'Cien años de soledad'? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #literatura"
2026-10-14,23:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f47a EN - Which vitamin does skin.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). Which vitamin does skin produce with sunlight? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz #science"
2026-10-15,08:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f46aF - Cual es el desierto.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Cuál es el desierto más seco del mundo? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #geografia"
2026-10-15,13:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f08a EN - What is the capital.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). What is the capital of Australia? This one's in the game. Drop your answer in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz"
2026-10-15,14:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f37a - Cual es el pais.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Cuál es el país más pequeño del mundo? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #geografia"
2026-10-15,21:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f10aF - Cuantos anos tiene un.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Cuántos años tiene un lustro? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral"
2026-10-16,08:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f86aF - Cuantos segundos tiene un.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Cuántos segundos tiene un cuarto de hora? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #matematicas"
2026-10-16,13:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f56aF EN - What is the capital.mp4,"€65 on the line on Saturday 17 October (€20 pot + leagues). What is the capital of Turkey? Did you know it? Say so in the comments. Top 5 split it. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz #geography"
2026-10-16,14:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f34aF - Quien pinto La noche.mp4,"65 € en juego el sábado 17 de octubre (20 € de bote + ligas). ¿Quién pintó 'La noche estrellada'? ¿La sabías? Dilo en comentarios. Para los 5 mejores. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #arte"
